City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,inirida,3.8653,-67.9239,24.08,95,100,1.32,CO,1703823961
172,axim,4.8699,-2.2405,25.68,85,5,1.49,GH,1703823962
173,roma,43.2128,-75.4557,8.94,98,100,1.83,US,1703823843
174,sillamae,59.3997,27.7547,-1.55,95,100,4.69,EE,1703823962
175,berezovyy,51.6667,135.7,-16.87,73,91,0.58,RU,1703823963
176,matoury,4.8483,-52.3317,25.98,94,40,1.03,GF,1703823963
177,isla vista,34.4133,-119.861,15.94,91,100,2.06,US,1703823963
178,yerofey pavlovich,53.9667,121.9667,-19.33,80,52,0.58,RU,1703823963
179,alice springs,-23.7,133.8833,39.75,10,11,3.6,AU,1703823964
180,kayangel,8.0823,134.7173,28.04,80,82,5.44,PW,1703823964
181,nagqu,31.5,92.0,-12.88,24,0,1.63,CN,1703823965
182,vytegra,61.0064,36.4481,-12.58,98,94,0.89,RU,1703823965
183,chita,52.0333,113.55,-18.06,84,100,0.0,RU,1703823965
184,west bay,19.3667,-81.4167,25.0,84,100,3.12,KY,1703823966
185,new norfolk,-42.7826,147.0587,18.72,62,100,3.83,AU,1703823966
186,arraial do cabo,-22.9661,-42.0278,23.47,86,1,9.08,BR,1703823966
187,puerto baquerizo moreno,-0.9,-89.6,24.16,89,99,4.22,EC,1703823745
188,neiafu,-18.65,-173.9833,28.38,74,40,6.17,TO,1703823967
189,kyustendil,42.2839,22.6911,5.98,64,44,0.77,BG,1703823967
190,plastun,44.7561,136.2939,-2.95,49,85,2.17,RU,1703823968
191,altai,46.3722,96.2583,-13.36,91,57,2.83,MN,1703823968
192,gadzhiyevo,69.2551,33.3362,-15.87,100,95,3.27,RU,1703823969
193,trairi,-3.2778,-39.2689,26.67,85,53,3.42,BR,1703823925
194,mosjoen,65.836,13.1908,-9.71,85,100,0.51,NO,1703823969
195,mount pearl,47.5166,-52.7813,-4.26,83,20,4.12,CA,1703823970
196,san juan de miraflores,-12.1629,-76.9635,22.29,85,100,2.98,PE,1703823970
197,zaozersk,69.4005,32.4476,-16.41,100,98,1.85,RU,1703823970
198,l'alcora,40.0667,-0.2,9.45,19,100,1.36,ES,1703823970
199,vernon,50.2581,-119.2691,2.74,83,100,1.08,CA,1703823962
200,touros,-5.1989,-35.4608,26.12,78,4,5.32,BR,1703823971
201,zhumysker,49.3333,49.4,-2.31,88,91,7.18,KZ,1703823971
202,madera,37.1666,-119.8343,15.6,76,29,2.01,US,1703823972
203,filadelfia,39.9523,-75.1638,11.68,95,100,2.26,US,1703823786
204,camocim,-2.9022,-40.8411,26.36,87,93,4.08,BR,1703823972
205,sougueur,35.1857,1.4961,2.07,87,0,1.03,DZ,1703823972
206,tughyl,47.7252,84.2063,-3.87,81,95,10.59,KZ,1703823973
207,isangel,-19.55,169.2667,31.06,62,75,3.09,VU,1703823973
208,college,64.8569,-147.8028,-29.82,73,20,0.0,US,1703823891
209,paita,-5.0892,-81.1144,23.04,81,100,2.75,PE,1703823974
210,la passe,45.5549,-0.8967,10.13,93,98,3.31,FR,1703823974
211,capinzal,-27.3436,-51.6119,20.48,87,0,1.14,BR,1703823974
212,ibarreta,-25.2144,-59.8585,28.66,53,13,2.6,AR,1703823974
213,eilat,29.5581,34.9482,15.85,73,0,2.95,IL,1703823975
214,ntui,4.45,11.6333,19.26,90,46,0.36,CM,1703823975
215,malango,-2.9627,119.9001,25.8,86,65,1.31,ID,1703823975
216,yunyang,33.4474,112.7142,7.17,60,95,1.77,CN,1703823975
217,sarmiento,-45.5882,-69.07,11.79,53,3,2.89,AR,1703823976
218,penhalonga,-18.8911,32.6978,16.08,99,100,1.06,ZW,1703823976
219,mandan,46.8267,-100.8896,-1.11,90,0,3.09,US,1703823905
220,kapa'a,22.0752,-159.319,21.18,85,100,6.69,US,1703823977
221,fale old settlement,-9.3852,-171.2468,28.98,71,30,1.82,TK,1703823977
222,badger,64.8,-147.5333,-29.86,75,20,0.0,US,1703823978
223,fort bragg,35.139,-79.006,6.56,89,0,3.09,US,1703823978
224,springbok,-29.6643,17.8865,13.3,85,63,0.98,ZA,1703823978
225,qa'en,33.7265,59.1844,7.33,52,86,1.84,IR,1703823979
226,wanning,18.8003,110.3967,23.34,83,100,5.04,CN,1703823979
227,al jawf,29.5,38.75,12.47,74,100,3.58,SA,1703823979
228,el granada,37.5027,-122.4694,17.18,91,59,3.32,US,1703823979
229,zhumadian,32.9794,114.0294,4.84,65,100,0.7,CN,1703823980
230,kupang,-10.1667,123.5833,32.04,60,24,1.93,ID,1703823980
231,mareeba,-17.0,145.4333,34.69,57,8,2.54,AU,1703823981
232,ed damer,17.5928,33.9592,15.22,43,0,5.56,SD,1703823982
233,akureyri,65.6835,-18.0878,-17.04,92,0,1.03,IS,1703823982
234,horta,38.5333,-28.6333,12.79,82,15,1.79,PT,1703823982
235,pitimbu,-7.4706,-34.8086,24.33,64,75,4.15,BR,1703823982
236,dawson creek,55.7666,-120.2362,-0.63,80,43,2.37,CA,1703823798
237,usinsk,65.9939,57.5281,-11.63,89,100,4.47,RU,1703823983
238,khuzdar,27.7384,66.6434,14.57,22,25,0.5,PK,1703823983
239,faro,37.0194,-7.9322,13.87,71,20,3.09,PT,1703823950
240,medina,24.4686,39.6142,17.24,63,40,5.14,SA,1703823984
241,rio grande,-32.035,-52.0986,23.86,76,88,2.8,BR,1703823941
242,korla,41.7597,86.1469,-2.16,58,13,0.91,CN,1703823984
243,lompoc,34.6391,-120.4579,14.4,89,100,0.45,US,1703823862
244,st. john's,47.5649,-52.7093,-3.8,83,20,4.12,CA,1703823957
245,revda,56.801,59.9303,-16.0,97,99,3.53,RU,1703823985
246,chissamba,-12.1667,17.3333,16.36,95,88,0.54,AO,1703823985
247,enewetak,11.3474,162.3373,27.76,81,44,6.24,MH,1703823985
248,macas,-2.3167,-78.1167,19.01,97,100,1.43,EC,1703823939
249,at taj,24.2049,23.2857,9.05,71,0,3.56,LY,1703823986
250,susuman,62.7833,148.1667,-36.12,100,100,0.89,RU,1703823986
251,mugia,43.1041,-9.2179,10.51,70,87,1.56,ES,1703823986
252,daryapur,20.9333,77.3333,22.57,42,85,2.39,IN,1703823987
253,jamestown,42.097,-79.2353,6.77,96,100,3.6,US,1703823916
254,port douglas,-16.4833,145.4667,29.92,67,5,2.57,AU,1703823987
255,tura,25.5198,90.2201,23.3,50,0,0.21,IN,1703823987
256,martuk,50.7475,56.5056,-8.47,89,100,9.0,KZ,1703823988
257,sailana,23.4667,74.9167,19.61,38,3,4.25,IN,1703823988
258,cabo san lucas,22.8909,-109.9124,20.42,63,4,0.75,MX,1703823600
259,orange walk,17.8333,-88.8333,21.62,97,100,1.42,BZ,1703823988
260,slave lake,55.2834,-114.769,-8.01,93,0,1.03,CA,1703823989
261,ust'-charyshskaya pristan',52.3934,83.6635,-4.48,81,100,3.68,RU,1703823989
262,aasiaat,68.7098,-52.8699,-18.04,90,86,1.02,GL,1703823989
263,leava,-14.3,-178.1667,28.69,76,26,4.41,WF,1703823989
264,shush,32.1942,48.2436,16.5,63,90,3.56,IR,1703823990
265,port lincoln,-34.7333,135.8667,18.52,59,24,8.79,AU,1703823990
266,cockburn town,21.4612,-71.1419,25.38,72,30,4.74,TC,1703823990
267,muisne,0.6,-80.0333,24.56,92,93,2.43,EC,1703823990
268,prieska,-29.6641,22.7474,19.03,78,100,2.56,ZA,1703823990
269,qashar,53.3906,62.9297,-4.12,93,100,9.79,KZ,1703823991
270,lillesand,58.2488,8.3778,6.05,93,100,4.12,NO,1703823991
271,dakhla,23.6848,-15.958,19.89,39,92,3.8,EH,1703823979
272,orangeburg,33.4918,-80.8557,8.58,92,75,0.89,US,1703823889
273,kenora,49.8167,-94.4337,-6.46,93,100,2.57,CA,1703823992
274,the pas,53.8251,-101.2541,-7.11,93,4,1.69,CA,1703823992
275,al jahra',29.3375,47.6581,16.46,65,96,3.58,KW,1703823992
276,murzuq,25.9155,13.9184,9.67,48,0,3.8,LY,1703823992
277,mount isa,-20.7333,139.5,41.3,9,4,0.58,AU,1703823993
278,keflavik,64.0049,-22.5624,-2.05,86,75,4.12,IS,1703823993
279,lobujya,27.95,86.8167,-9.68,33,0,1.39,NP,1703823993
280,nuevitas,21.5453,-77.2644,23.07,89,100,2.85,CU,1703823993
281,lorengau,-2.0226,147.2712,28.39,78,99,1.08,PG,1703823994
282,gao,16.6362,1.637,17.4,20,0,4.38,ML,1703823994
283,kroonstad,-27.6504,27.2349,15.87,74,89,6.49,ZA,1703823994
284,hun,29.1268,15.9477,9.51,72,27,3.02,LY,1703823994
285,san patricio,28.017,-97.5169,13.8,55,95,1.11,US,1703823995
286,sarkand,45.41,79.9186,6.12,65,98,3.38,KZ,1703823995
287,rye,40.9807,-73.6837,9.62,91,100,2.06,US,1703823995
288,yorkton,51.2167,-102.4677,-6.09,93,20,3.6,CA,1703823995
289,cidade velha,14.9167,-23.6167,25.26,38,75,6.17,CV,1703823996
290,vila franca do campo,37.7167,-25.4333,11.23,79,0,0.89,PT,1703823996
291,medicine hat,50.0501,-110.6683,5.73,59,0,5.66,CA,1703823996
292,sarangani,5.4033,125.4636,28.09,79,35,9.1,PH,1703823997
293,cape canaveral,28.4058,-80.6048,16.66,91,0,3.09,US,1703823997
294,prineville,44.2999,-120.8345,8.58,71,100,3.6,US,1703823997
295,nyurba,63.2842,118.3319,-39.79,100,99,1.03,RU,1703823997
296,sant lluis,39.8526,4.2594,14.47,87,93,3.37,ES,1703823997
297,tazovsky,67.4667,78.7,-14.88,96,97,4.28,RU,1703823998
298,tropea,38.6754,15.8948,9.61,69,96,1.39,IT,1703823998
299,queenstown,-31.8976,26.8753,15.48,88,96,0.52,ZA,1703823998
300,tamandare,-8.7597,-35.1047,25.72,72,77,2.91,BR,1703823998
301,codrington,-38.2667,141.9667,17.36,54,0,6.33,AU,1703823999
302,al burayqah,30.4062,19.5739,15.38,63,0,2.12,LY,1703823999
303,manokwari,-0.8667,134.0833,26.03,88,100,0.96,ID,1703823999
304,grand baie,-20.0182,57.5802,27.04,71,84,5.67,MU,1703823999
305,luza,60.6308,47.2512,-15.99,96,98,2.38,RU,1703824000
306,peace river,56.2501,-117.286,-7.83,86,20,1.54,CA,1703823984
307,uliastay,47.7417,96.8444,-15.67,97,99,1.06,MN,1703824000
308,beidaihehaibin,39.8222,119.5181,0.1,69,8,5.84,CN,1703824001
309,laboulaye,-34.1266,-63.3912,23.49,42,100,2.99,AR,1703824001
310,nueva esperanza,15.2667,-87.6,21.79,99,65,0.23,HN,1703824001
311,rio san juan,19.6439,-70.0763,23.42,77,61,2.71,DO,1703824001
312,ascencion,31.1,-107.9833,8.32,24,68,2.41,MX,1703824002
313,acarau,-2.8856,-40.12,26.65,86,98,4.85,BR,1703824002
314,kununurra,-15.7667,128.7333,41.35,24,88,1.18,AU,1703824002
315,tete,-16.1564,33.5867,25.05,100,75,0.0,MZ,1703824002
316,sao paulo de olivenca,-3.3783,-68.8725,21.68,100,95,0.54,BR,1703824003
317,yemva,62.59,50.8594,-20.0,100,91,2.05,RU,1703824003
318,kibi,6.1649,-0.5538,21.59,94,66,0.25,GH,1703824003
319,labrador city,52.9463,-66.9114,-14.42,98,100,1.31,CA,1703824003
320,forde,61.4522,5.8572,5.41,75,100,3.6,NO,1703824003
321,ixtapa,20.7,-105.2,16.89,85,6,1.54,MX,1703824004
322,coyuca de benitez,17.0333,-100.0667,24.59,82,0,1.63,MX,1703824004
323,santanyi,39.3546,3.1291,13.23,91,86,2.22,ES,1703824004
324,suita,34.7614,135.5157,13.95,46,75,2.57,JP,1703824004
325,vadso,70.0744,29.7487,-7.91,93,75,4.12,NO,1703824005
326,oranjemund,-28.55,16.4333,15.87,88,0,2.91,NA,1703824005
327,sakakah,29.9697,40.2064,12.27,88,97,4.58,SA,1703824005
328,port alfred,-33.5906,26.891,18.43,90,100,3.13,ZA,1703824005
329,stung treng,13.5259,105.9683,31.66,46,11,2.15,KH,1703824006
330,gargalianoi,37.0667,21.6333,9.64,82,19,2.57,GR,1703824006
331,remire-montjoly,4.9167,-52.2667,26.02,94,40,1.03,GF,1703824006
332,sikasso,10.9167,-7.0,19.38,14,4,2.32,ML,1703824006
333,tukrah,32.5341,20.5791,13.99,72,14,1.3,LY,1703824007
334,blenheim,-41.516,173.9528,20.14,89,100,4.27,NZ,1703824007
335,muang xay,20.7,101.9833,25.11,43,9,0.44,LA,1703824007
336,novoishimskiy,53.1981,66.7694,-2.43,94,98,6.18,KZ,1703824007
337,petropavlovsk-kamchatsky,53.0452,158.6483,-6.67,58,40,2.0,RU,1703824008
338,dum duma,27.5667,95.5667,21.64,49,0,0.5,IN,1703824008
339,greenville,35.6127,-77.3663,8.02,93,0,0.45,US,1703823813
340,north elba,44.2434,-73.9543,3.88,97,100,0.67,US,1703824009
341,fruitland,38.3221,-75.6202,9.4,96,0,2.06,US,1703824009
342,poxoreo,-15.8372,-54.3892,24.0,57,53,1.65,BR,1703824009
343,valverde del camino,37.5751,-6.7543,8.35,61,97,1.6,ES,1703824009
344,ceeldheer,3.8488,47.1806,25.77,82,98,7.25,SO,1703824009
345,richards bay,-28.783,32.0377,19.81,87,96,0.66,ZA,1703824010
346,san clemente del tuyu,-36.3569,-56.7235,18.32,93,100,5.91,AR,1703824010
347,beledweyne,4.7358,45.2036,25.32,72,89,5.1,SO,1703824010
348,pasuquin,18.3328,120.6177,30.02,61,0,4.71,PH,1703824010
349,interlaken,36.9513,-121.7338,17.07,96,100,0.0,US,1703823857
350,sodankyla,67.4167,26.6,-21.56,100,100,0.59,FI,1703824011
351,nacozari de garcia,30.3742,-109.6908,10.27,18,4,2.55,MX,1703824011
352,pacific grove,36.6177,-121.9166,16.21,93,77,3.13,US,1703824011
353,kerema,-7.9631,145.7785,29.67,70,77,3.78,PG,1703824012
354,nha trang,12.25,109.1833,31.0,71,24,3.58,VN,1703824012
355,port blair,11.6667,92.75,29.02,70,40,5.66,IN,1703824012
356,buka,40.8108,69.1986,7.13,69,100,4.11,UZ,1703824012
357,oyem,1.5995,11.5793,20.57,99,55,0.93,GA,1703824013
358,chokwe,-24.5333,32.9833,21.25,87,100,3.94,MZ,1703824013
359,levuka,50.1834,-105.4011,1.84,66,52,5.38,CA,1703824013
360,corovode,40.5042,20.2272,7.64,81,37,0.57,AL,1703824014
361,nizhnevartovsk,60.9344,76.5531,-2.99,93,100,8.05,RU,1703824014
362,castillos,-34.1667,-53.8333,21.38,80,85,2.57,UY,1703824014
363,vavozh,56.7751,51.931,-12.0,92,100,5.69,RU,1703824014
364,neon karlovasion,37.7903,26.7044,12.73,72,0,1.2,GR,1703824015
365,palmer,42.1584,-72.3287,6.65,82,100,3.09,US,1703824015
366,truro,50.2653,-5.0544,10.6,80,75,8.23,GB,1703824015
367,kindu,-2.95,25.95,20.55,99,100,0.72,CD,1703824015
368,shache,38.4167,77.2406,1.17,39,1,0.45,CN,1703824016
369,isafjordur,66.0755,-23.124,-8.99,89,78,2.41,IS,1703824016
370,mil'kovo,55.6078,37.7956,-3.1,96,100,3.19,RU,1703824017
371,mersing,2.4312,103.8405,28.95,84,40,4.12,MY,1703824017
372,la ronge,55.1001,-105.2842,-5.88,86,20,3.6,CA,1703824017
373,shemgang,27.2169,90.6579,13.38,47,5,1.86,BT,1703824018
374,sitka,57.0531,-135.33,7.94,81,100,4.63,US,1703824018
375,saint croix,17.7397,-64.7388,22.75,78,0,2.06,VI,1703824018
376,vilyuchinsk,52.9306,158.4028,-5.85,83,100,3.57,RU,1703824019
377,kiunga,-6.1219,141.2906,32.39,61,100,1.06,PG,1703824019
378,holualoa,19.6228,-155.9522,22.1,87,10,1.52,US,1703824019
379,suva,-18.1416,178.4415,27.02,79,36,5.61,FJ,1703823806
380,behshahr,36.6923,53.5526,4.97,76,78,3.04,IR,1703824020
381,nouadhibou,20.931,-17.0347,19.99,60,7,2.06,MR,1703824020
382,dire,12.2833,-10.9667,20.67,14,3,0.82,ML,1703824020
383,baturaja,-4.1333,104.1667,32.12,60,76,0.72,ID,1703824021
384,portland,45.5234,-122.6762,10.99,78,100,5.81,US,1703823754
385,protvino,54.8664,37.2178,-2.5,96,100,2.68,RU,1703824021
386,kilkis,40.9919,22.8708,8.27,80,95,0.98,GR,1703824021
387,red wing,44.5625,-92.5338,1.05,88,100,2.06,US,1703824022
388,vila velha,-20.3297,-40.2925,23.97,88,75,1.03,BR,1703824022
389,nizhneudinsk,54.9076,99.0276,-3.76,93,100,1.1,RU,1703824023
390,barranca,-10.75,-77.7667,21.61,84,85,2.6,PE,1703824023
391,sur,22.5667,59.5289,22.31,73,0,0.38,OM,1703824023
392,dunedin,-45.8742,170.5036,17.71,80,93,1.85,NZ,1703824024
393,manakara,-22.1333,48.0167,22.74,95,100,3.35,MG,1703824024
